from,to,title,group,value
3,2745,reitschuster,2021,2
49,2746,reitschuster,reitschuster,2
3,2746,reitschuster,2021,2
16,2747,Rubikon,Rubikon,2
3,2747,Rubikon,2021,2
6,2748,tp - Science & Technology,tp - Science & Technology,2
3,2748,tp - Science & Technology,2021,2
350,2749,kenFM,kenFM,2
3,2749,kenFM,2021,2
2,2750,ScienceFiles,ScienceFiles,2
3,2750,ScienceFiles,2021,2
109,2751,Berliner Zeitung,Berliner Zeitung,2
3,2751,Berliner Zeitung,2021,2
10,2752,Wochenblick,Wochenblick,2
3,2752,Wochenblick,2021,2
16,2753,Rubikon,Rubikon,2
3,2753,Rubikon,2021,2
19,2754,Epoch Times,Epoch Times,2
3,2754,Epoch Times,2021,2
104,2755,Youtube,Youtube,2
11,2755,Youtube,2020,2
49,2756,reitschuster,reitschuster,2
3,2756,reitschuster,2021,2
183,2757,corona-blog.net,corona-blog.net,2
3,2757,corona-blog.net,2021,2
148,2758,Schweizer Ärztezeitung,Schweizer Ärztezeitung,2
11,2758,Schweizer Ärztezeitung,2020,2
220,2759,ZE!TPUNKT,ZE!TPUNKT,2
11,2759,ZE!TPUNKT,2020,2
49,2760,reitschuster,reitschuster,2
3,2760,reitschuster,2021,2
13,2761,Achgut.com,Achgut.com,2
3,2761,Achgut.com,2021,2
27,2762,Die Ostschweiz,Die Ostschweiz,2
3,2762,Die Ostschweiz,2021,2
497,2763,World Health Organization,World Health Organization,2
11,2763,World Health Organization,2020,2
99,2764,Telepolis,Telepolis,2
11,2764,Telepolis,2020,2
27,2765,Die Ostschweiz,Die Ostschweiz,2
11,2765,Die Ostschweiz,2020,2
41,2766,Report24,Report24,2
3,2766,Report24,2021,2
30,2767,NachDenkSeiten,NachDenkSeiten,2
11,2767,NachDenkSeiten,2020,2
512,2768,ntv,ntv,2
3,2768,ntv,2021,2
817,2769,BAG,BAG,2
11,2769,BAG,2020,2
19,2770,Epoch Times,Epoch Times,2
3,2770,Epoch Times,2021,2
8,2771,RT DE,RT DE,2
3,2771,RT DE,2021,2
6,2772,tp - Science & Technology,tp - Science & Technology,2
3,2772,tp - Science & Technology,2021,2
49,2773,reitschuster,reitschuster,2
3,2773,reitschuster,2021,2
8,2774,RT DE,RT DE,2
3,2774,RT DE,2021,2
2776,2775,The Johns Hopkins Center for Health Security,The Johns Hopkins Center for Health Security,2
307,2775,The Johns Hopkins Center for Health Security,2019,2
2778,2777,The Australian,The Australian,2
11,2777,The Australian,2020,2
49,2779,reitschuster,reitschuster,2
3,2779,reitschuster,2021,2
23,2780,Tagesanzeiger,Tagesanzeiger,2
11,2780,Tagesanzeiger,2020,2
1145,2781,Ereignis,Ereignis,2
307,2781,Ereignis,2019,2
49,2782,reitschuster,reitschuster,2
3,2782,reitschuster,2021,2
49,2783,reitschuster,reitschuster,2
3,2783,reitschuster,2021,2
6,2784,tp - Science & Technology,tp - Science & Technology,2
3,2784,tp - Science & Technology,2021,2
450,2785,tagesschau.de,tagesschau.de,2
11,2785,tagesschau.de,2020,2
1430,2786,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,2
11,2786,Bill & Melinda Gates Foundation,2020,2
27,2787,Die Ostschweiz,Die Ostschweiz,2
3,2787,Die Ostschweiz,2021,2
512,2788,ntv,ntv,2
3,2788,ntv,2021,2
10,2789,Wochenblick,Wochenblick,2
3,2789,Wochenblick,2021,2
10,2790,Wochenblick,Wochenblick,2
3,2790,Wochenblick,2021,2
183,2791,corona-blog.net,corona-blog.net,2
3,2791,corona-blog.net,2021,2
450,2792,tagesschau.de,tagesschau.de,2
3,2792,tagesschau.de,2021,2
183,2793,corona-blog.net,corona-blog.net,2
3,2793,corona-blog.net,2021,2
92,2794,Focus Online,Focus Online,2
3,2794,Focus Online,2021,2
420,2795,ZDF,ZDF,2
3,2795,ZDF,2021,2
6,2796,tp - Science & Technology,tp - Science & Technology,2
3,2796,tp - Science & Technology,2021,2
10,2797,Wochenblick,Wochenblick,2
3,2797,Wochenblick,2021,2
512,2798,ntv,ntv,2
11,2798,ntv,2020,2
19,2799,Epoch Times,Epoch Times,2
11,2799,Epoch Times,2020,2
37,2800,Corona Transition,Corona Transition,2
3,2800,Corona Transition,2021,2
249,2801,NDR,NDR,2
3,2801,NDR,2021,2
512,2802,ntv,ntv,2
11,2802,ntv,2020,2
6,2803,tp - Science & Technology,tp - Science & Technology,2
3,2803,tp - Science & Technology,2021,2
2,2804,ScienceFiles,ScienceFiles,2
3,2804,ScienceFiles,2021,2
37,2805,Corona Transition,Corona Transition,2
3,2805,Corona Transition,2021,2
6,2806,tp - Science & Technology,tp - Science & Technology,2
3,2806,tp - Science & Technology,2021,2
19,2807,Epoch Times,Epoch Times,2
3,2807,Epoch Times,2021,2
49,2808,reitschuster,reitschuster,2
3,2808,reitschuster,2021,2
8,2809,RT DE,RT DE,2
3,2809,RT DE,2021,2
49,2810,reitschuster,reitschuster,2
3,2810,reitschuster,2021,2
286,2811,Swissmedic,Swissmedic,2
11,2811,Swissmedic,2020,2
109,2812,Berliner Zeitung,Berliner Zeitung,2
11,2812,Berliner Zeitung,2020,2
995,2813,Bundesrat,Bundesrat,2
11,2813,Bundesrat,2020,2
109,2814,Berliner Zeitung,Berliner Zeitung,2
3,2814,Berliner Zeitung,2021,2
159,2815,Weltwoche daily,Weltwoche daily,2
3,2815,Weltwoche daily,2021,2
497,2816,World Health Organization,World Health Organization,2
11,2816,World Health Organization,2020,2
13,2817,Achgut.com,Achgut.com,2
3,2817,Achgut.com,2021,2
54,2818,Tichys Einblick,Tichys Einblick,2
3,2818,Tichys Einblick,2021,2
8,2819,RT DE,RT DE,2
3,2819,RT DE,2021,2
6,2820,tp - Science & Technology,tp - Science & Technology,2
3,2820,tp - Science & Technology,2021,2
109,2821,Berliner Zeitung,Berliner Zeitung,2
3,2821,Berliner Zeitung,2021,2
19,2822,Epoch Times,Epoch Times,2
3,2822,Epoch Times,2021,2
249,2823,NDR,NDR,2
3,2823,NDR,2021,2
462,2824,Nau,Nau,2
3,2824,Nau,2021,2
8,2825,RT DE,RT DE,2
3,2825,RT DE,2021,2
2,2826,ScienceFiles,ScienceFiles,2
3,2826,ScienceFiles,2021,2
148,2827,Schweizer Ärztezeitung,Schweizer Ärztezeitung,2
11,2827,Schweizer Ärztezeitung,2020,2
72,2828,Die Welt,Die Welt,2
3,2828,Die Welt,2021,2
159,2829,Weltwoche daily,Weltwoche daily,2
3,2829,Weltwoche daily,2021,2
37,2830,Corona Transition,Corona Transition,2
3,2830,Corona Transition,2021,2
2832,2831,südostschweiz,südostschweiz,2
3,2831,südostschweiz,2021,2
995,2833,Bundesrat,Bundesrat,2
3,2833,Bundesrat,2021,2
104,2834,Youtube,Youtube,2
11,2834,Youtube,2020,2
27,2835,Die Ostschweiz,Die Ostschweiz,2
3,2835,Die Ostschweiz,2021,2
84,2836,2020 News,2020 News,2
3,2836,2020 News,2021,2
72,2837,Die Welt,Die Welt,2
3,2837,Die Welt,2021,2
10,2838,Wochenblick,Wochenblick,2
3,2838,Wochenblick,2021,2
19,2839,Epoch Times,Epoch Times,2
3,2839,Epoch Times,2021,2
6,2840,tp - Science & Technology,tp - Science & Technology,2
3,2840,tp - Science & Technology,2021,2
72,2841,Die Welt,Die Welt,2
3,2841,Die Welt,2021,2
2843,2842,Thieme,Thieme,2
11,2842,Thieme,2020,2
8,2844,RT DE,RT DE,2
3,2844,RT DE,2021,2
72,2845,Die Welt,Die Welt,2
3,2845,Die Welt,2021,2
2847,2846,Medizinische Universität Innsbruck,Medizinische Universität Innsbruck,2
11,2846,Medizinische Universität Innsbruck,2020,2
6,2848,tp - Science & Technology,tp - Science & Technology,2
3,2848,tp - Science & Technology,2021,2
19,2849,Epoch Times,Epoch Times,2
3,2849,Epoch Times,2021,2
8,2850,RT DE,RT DE,2
3,2850,RT DE,2021,2
82,2851,In$ide Paradeplatz,In$ide Paradeplatz,2
3,2851,In$ide Paradeplatz,2021,2
92,2852,Focus Online,Focus Online,2
3,2852,Focus Online,2021,2
19,2853,Epoch Times,Epoch Times,2
3,2853,Epoch Times,2021,2
72,2854,Die Welt,Die Welt,2
3,2854,Die Welt,2021,2
109,2855,Berliner Zeitung,Berliner Zeitung,2
11,2855,Berliner Zeitung,2020,2
49,2856,reitschuster,reitschuster,2
3,2856,reitschuster,2021,2
8,2857,RT DE,RT DE,2
3,2857,RT DE,2021,2
2023,2858,Handelsblatt,Handelsblatt,2
11,2858,Handelsblatt,2020,2
497,2859,World Health Organization,World Health Organization,2
11,2859,World Health Organization,2020,2
19,2860,Epoch Times,Epoch Times,2
3,2860,Epoch Times,2021,2
10,2861,Wochenblick,Wochenblick,2
11,2861,Wochenblick,2020,2
8,2862,RT DE,RT DE,2
3,2862,RT DE,2021,2
462,2863,Nau,Nau,2
11,2863,Nau,2020,2
286,2864,Swissmedic,Swissmedic,2
3,2864,Swissmedic,2021,2
109,2865,Berliner Zeitung,Berliner Zeitung,2
11,2865,Berliner Zeitung,2020,2
23,2866,Tagesanzeiger,Tagesanzeiger,2
3,2866,Tagesanzeiger,2021,2
2,2867,ScienceFiles,ScienceFiles,2
3,2867,ScienceFiles,2021,2
49,2868,reitschuster,reitschuster,2
3,2868,reitschuster,2021,2
2870,2869,Corman-Drosten,Corman-Drosten,2
11,2869,Corman-Drosten,2020,2
27,2871,Die Ostschweiz,Die Ostschweiz,2
3,2871,Die Ostschweiz,2021,2
49,2872,reitschuster,reitschuster,2
11,2872,reitschuster,2020,2
72,2873,Die Welt,Die Welt,2
3,2873,Die Welt,2021,2
19,2874,Epoch Times,Epoch Times,2
3,2874,Epoch Times,2021,2
131,2875,linth24,linth24,2
11,2875,linth24,2020,2
46,2876,NZZ,NZZ,2
3,2876,NZZ,2021,2
6,2877,tp - Science & Technology,tp - Science & Technology,2
3,2877,tp - Science & Technology,2021,2
27,2878,Die Ostschweiz,Die Ostschweiz,2
3,2878,Die Ostschweiz,2021,2
1670,2879,LifeSiteNews,LifeSiteNews,2
3,2879,LifeSiteNews,2021,2
10,2880,Wochenblick,Wochenblick,2
3,2880,Wochenblick,2021,2
27,2881,Die Ostschweiz,Die Ostschweiz,2
3,2881,Die Ostschweiz,2021,2
265,2882,Uncut-News,Uncut-News,2
3,2882,Uncut-News,2021,2
27,2883,Die Ostschweiz,Die Ostschweiz,2
3,2883,Die Ostschweiz,2021,2
249,2884,NDR,NDR,2
3,2884,NDR,2021,2
37,2885,Corona Transition,Corona Transition,2
3,2885,Corona Transition,2021,2
19,2886,Epoch Times,Epoch Times,2
3,2886,Epoch Times,2021,2
37,2887,Corona Transition,Corona Transition,2
3,2887,Corona Transition,2021,2
10,2888,Wochenblick,Wochenblick,2
3,2888,Wochenblick,2021,2
43,2889,medinside.ch,medinside.ch,2
11,2889,medinside.ch,2020,2
6,2890,tp - Science & Technology,tp - Science & Technology,2
3,2890,tp - Science & Technology,2021,2
94,2891,substack.com,substack.com,2
3,2891,substack.com,2021,2
995,2892,Bundesrat,Bundesrat,2
11,2892,Bundesrat,2020,2
183,2893,corona-blog.net,corona-blog.net,2
3,2893,corona-blog.net,2021,2
27,2894,Die Ostschweiz,Die Ostschweiz,2
3,2894,Die Ostschweiz,2021,2
80,2895,INFOsperber,INFOsperber,2
11,2895,INFOsperber,2020,2
6,2896,tp - Science & Technology,tp - Science & Technology,2
3,2896,tp - Science & Technology,2021,2
19,2897,Epoch Times,Epoch Times,2
3,2897,Epoch Times,2021,2
145,2898,Nordkurier,Nordkurier,2
3,2898,Nordkurier,2021,2
288,2899,Deutsches Ärzteblatt,Deutsches Ärzteblatt,2
11,2899,Deutsches Ärzteblatt,2020,2
