from,to,title,group,value
10,866,Wochenblick,Wochenblick,2
3,866,Wochenblick,2021,2
10,867,Wochenblick,Wochenblick,2
3,867,Wochenblick,2021,2
13,868,Achgut.com,Achgut.com,2
3,868,Achgut.com,2021,2
27,869,Die Ostschweiz,Die Ostschweiz,2
11,869,Die Ostschweiz,2020,2
10,870,Wochenblick,Wochenblick,2
3,870,Wochenblick,2021,2
6,871,tp - Science & Technology,tp - Science & Technology,2
3,871,tp - Science & Technology,2021,2
10,872,Wochenblick,Wochenblick,2
3,872,Wochenblick,2021,2
6,873,tp - Science & Technology,tp - Science & Technology,2
3,873,tp - Science & Technology,2021,2
10,874,Wochenblick,Wochenblick,2
11,874,Wochenblick,2020,2
80,875,INFOsperber,INFOsperber,2
3,875,INFOsperber,2021,2
6,876,tp - Science & Technology,tp - Science & Technology,2
3,876,tp - Science & Technology,2021,2
37,877,Corona Transition,Corona Transition,2
3,877,Corona Transition,2021,2
72,878,Die Welt,Die Welt,2
3,878,Die Welt,2021,2
249,879,NDR,NDR,2
3,879,NDR,2021,2
512,880,ntv,ntv,2
3,880,ntv,2021,2
253,881,Swiss Policy Research,Swiss Policy Research,2
3,881,Swiss Policy Research,2021,2
16,882,Rubikon,Rubikon,2
11,882,Rubikon,2020,2
8,883,RT DE,RT DE,2
11,883,RT DE,2020,2
220,884,ZE!TPUNKT,ZE!TPUNKT,2
11,884,ZE!TPUNKT,2020,2
8,885,RT DE,RT DE,2
11,885,RT DE,2020,2
27,886,Die Ostschweiz,Die Ostschweiz,2
3,886,Die Ostschweiz,2021,2
92,887,Focus Online,Focus Online,2
11,887,Focus Online,2020,2
6,888,tp - Science & Technology,tp - Science & Technology,2
3,888,tp - Science & Technology,2021,2
109,889,Berliner Zeitung,Berliner Zeitung,2
3,889,Berliner Zeitung,2021,2
891,890,The Lancet,The Lancet,2
11,890,The Lancet,2020,2
131,892,linth24,linth24,2
3,892,linth24,2021,2
13,893,Achgut.com,Achgut.com,2
3,893,Achgut.com,2021,2
817,894,BAG,BAG,2
3,894,BAG,2021,2
183,895,corona-blog.net,corona-blog.net,2
3,895,corona-blog.net,2021,2
10,896,Wochenblick,Wochenblick,2
3,896,Wochenblick,2021,2
49,897,reitschuster,reitschuster,2
3,897,reitschuster,2021,2
512,898,ntv,ntv,2
3,898,ntv,2021,2
27,899,Die Ostschweiz,Die Ostschweiz,2
3,899,Die Ostschweiz,2021,2
16,900,Rubikon,Rubikon,2
11,900,Rubikon,2020,2
6,901,tp - Science & Technology,tp - Science & Technology,2
3,901,tp - Science & Technology,2021,2
501,902,infekt.ch,infekt.ch,2
11,902,infekt.ch,2020,2
30,903,NachDenkSeiten,NachDenkSeiten,2
3,903,NachDenkSeiten,2021,2
19,904,Epoch Times,Epoch Times,2
11,904,Epoch Times,2020,2
10,905,Wochenblick,Wochenblick,2
3,905,Wochenblick,2021,2
8,906,RT DE,RT DE,2
3,906,RT DE,2021,2
8,907,RT DE,RT DE,2
3,907,RT DE,2021,2
23,908,Tagesanzeiger,Tagesanzeiger,2
11,908,Tagesanzeiger,2020,2
10,909,Wochenblick,Wochenblick,2
3,909,Wochenblick,2021,2
265,910,Uncut-News,Uncut-News,2
3,910,Uncut-News,2021,2
27,911,Die Ostschweiz,Die Ostschweiz,2
3,911,Die Ostschweiz,2021,2
10,912,Wochenblick,Wochenblick,2
3,912,Wochenblick,2021,2
49,913,reitschuster,reitschuster,2
3,913,reitschuster,2021,2
80,914,INFOsperber,INFOsperber,2
3,914,INFOsperber,2021,2
10,915,Wochenblick,Wochenblick,2
3,915,Wochenblick,2021,2
19,916,Epoch Times,Epoch Times,2
3,916,Epoch Times,2021,2
37,917,Corona Transition,Corona Transition,2
3,917,Corona Transition,2021,2
49,918,reitschuster,reitschuster,2
11,918,reitschuster,2020,2
10,919,Wochenblick,Wochenblick,2
3,919,Wochenblick,2021,2
10,920,Wochenblick,Wochenblick,2
3,920,Wochenblick,2021,2
19,921,Epoch Times,Epoch Times,2
3,921,Epoch Times,2021,2
46,922,NZZ,NZZ,2
11,922,NZZ,2020,2
46,923,NZZ,NZZ,2
11,923,NZZ,2020,2
37,924,Corona Transition,Corona Transition,2
3,924,Corona Transition,2021,2
8,925,RT DE,RT DE,2
3,925,RT DE,2021,2
27,926,Die Ostschweiz,Die Ostschweiz,2
3,926,Die Ostschweiz,2021,2
10,927,Wochenblick,Wochenblick,2
11,927,Wochenblick,2020,2
37,928,Corona Transition,Corona Transition,2
3,928,Corona Transition,2021,2
49,929,reitschuster,reitschuster,2
11,929,reitschuster,2020,2
19,930,Epoch Times,Epoch Times,2
11,930,Epoch Times,2020,2
37,931,Corona Transition,Corona Transition,2
3,931,Corona Transition,2021,2
10,932,Wochenblick,Wochenblick,2
3,932,Wochenblick,2021,2
49,933,reitschuster,reitschuster,2
3,933,reitschuster,2021,2
6,934,tp - Science & Technology,tp - Science & Technology,2
3,934,tp - Science & Technology,2021,2
2,935,ScienceFiles,ScienceFiles,2
3,935,ScienceFiles,2021,2
358,936,Jouwatch,Jouwatch,2
3,936,Jouwatch,2021,2
23,937,Tagesanzeiger,Tagesanzeiger,2
11,937,Tagesanzeiger,2020,2
10,938,Wochenblick,Wochenblick,2
3,938,Wochenblick,2021,2
497,939,World Health Organization,World Health Organization,2
11,939,World Health Organization,2020,2
27,940,Die Ostschweiz,Die Ostschweiz,2
11,940,Die Ostschweiz,2020,2
37,941,Corona Transition,Corona Transition,2
3,941,Corona Transition,2021,2
72,942,Die Welt,Die Welt,2
3,942,Die Welt,2021,2
72,943,Die Welt,Die Welt,2
3,943,Die Welt,2021,2
159,944,Weltwoche daily,Weltwoche daily,2
3,944,Weltwoche daily,2021,2
265,945,Uncut-News,Uncut-News,2
3,945,Uncut-News,2021,2
947,946,Frankfurter Rundschau,Frankfurter Rundschau,2
3,946,Frankfurter Rundschau,2021,2
37,948,Corona Transition,Corona Transition,2
3,948,Corona Transition,2021,2
84,949,2020 News,2020 News,2
3,949,2020 News,2021,2
19,950,Epoch Times,Epoch Times,2
3,950,Epoch Times,2021,2
54,951,Tichys Einblick,Tichys Einblick,2
3,951,Tichys Einblick,2021,2
82,952,In$ide Paradeplatz,In$ide Paradeplatz,2
3,952,In$ide Paradeplatz,2021,2
80,953,INFOsperber,INFOsperber,2
3,953,INFOsperber,2021,2
2,954,ScienceFiles,ScienceFiles,2
3,954,ScienceFiles,2021,2
13,955,Achgut.com,Achgut.com,2
11,955,Achgut.com,2020,2
687,956,Sebastian Friebel,Sebastian Friebel,2
11,956,Sebastian Friebel,2020,2
8,957,RT DE,RT DE,2
3,957,RT DE,2021,2
8,958,RT DE,RT DE,2
3,958,RT DE,2021,2
37,959,Corona Transition,Corona Transition,2
3,959,Corona Transition,2021,2
49,960,reitschuster,reitschuster,2
3,960,reitschuster,2021,2
6,961,tp - Science & Technology,tp - Science & Technology,2
3,961,tp - Science & Technology,2021,2
10,962,Wochenblick,Wochenblick,2
3,962,Wochenblick,2021,2
183,963,corona-blog.net,corona-blog.net,2
3,963,corona-blog.net,2021,2
19,964,Epoch Times,Epoch Times,2
3,964,Epoch Times,2021,2
19,965,Epoch Times,Epoch Times,2
3,965,Epoch Times,2021,2
131,966,linth24,linth24,2
11,966,linth24,2020,2
10,967,Wochenblick,Wochenblick,2
3,967,Wochenblick,2021,2
183,968,corona-blog.net,corona-blog.net,2
3,968,corona-blog.net,2021,2
39,969,multipolar,multipolar,2
3,969,multipolar,2021,2
10,970,Wochenblick,Wochenblick,2
3,970,Wochenblick,2021,2
10,971,Wochenblick,Wochenblick,2
3,971,Wochenblick,2021,2
37,972,Corona Transition,Corona Transition,2
3,972,Corona Transition,2021,2
43,973,medinside.ch,medinside.ch,2
3,973,medinside.ch,2021,2
975,974,DerStandard,DerStandard,2
11,974,DerStandard,2020,2
49,976,reitschuster,reitschuster,2
3,976,reitschuster,2021,2
49,977,reitschuster,reitschuster,2
3,977,reitschuster,2021,2
99,978,Telepolis,Telepolis,2
11,978,Telepolis,2020,2
350,979,kenFM,kenFM,2
11,979,kenFM,2020,2
37,980,Corona Transition,Corona Transition,2
3,980,Corona Transition,2021,2
49,981,reitschuster,reitschuster,2
3,981,reitschuster,2021,2
10,982,Wochenblick,Wochenblick,2
3,982,Wochenblick,2021,2
817,983,BAG,BAG,2
11,983,BAG,2020,2
375,984,Vera Lengsfeld,Vera Lengsfeld,2
11,984,Vera Lengsfeld,2020,2
19,985,Epoch Times,Epoch Times,2
3,985,Epoch Times,2021,2
19,986,Epoch Times,Epoch Times,2
3,986,Epoch Times,2021,2
37,987,Corona Transition,Corona Transition,2
3,987,Corona Transition,2021,2
8,988,RT DE,RT DE,2
3,988,RT DE,2021,2
10,989,Wochenblick,Wochenblick,2
3,989,Wochenblick,2021,2
23,990,Tagesanzeiger,Tagesanzeiger,2
3,990,Tagesanzeiger,2021,2
84,991,2020 News,2020 News,2
3,991,2020 News,2021,2
420,992,ZDF,ZDF,2
3,992,ZDF,2021,2
80,993,INFOsperber,INFOsperber,2
3,993,INFOsperber,2021,2
995,994,Bundesrat,Bundesrat,2
3,994,Bundesrat,2021,2
27,996,Die Ostschweiz,Die Ostschweiz,2
3,996,Die Ostschweiz,2021,2
92,997,Focus Online,Focus Online,2
3,997,Focus Online,2021,2
512,998,ntv,ntv,2
11,998,ntv,2020,2
23,999,Tagesanzeiger,Tagesanzeiger,2
3,999,Tagesanzeiger,2021,2
462,1000,Nau,Nau,2
3,1000,Nau,2021,2
253,1001,Swiss Policy Research,Swiss Policy Research,2
3,1001,Swiss Policy Research,2021,2
39,1002,multipolar,multipolar,2
11,1002,multipolar,2020,2
23,1003,Tagesanzeiger,Tagesanzeiger,2
3,1003,Tagesanzeiger,2021,2
2,1004,ScienceFiles,ScienceFiles,2
3,1004,ScienceFiles,2021,2
46,1005,NZZ,NZZ,2
3,1005,NZZ,2021,2
6,1006,tp - Science & Technology,tp - Science & Technology,2
3,1006,tp - Science & Technology,2021,2
30,1007,NachDenkSeiten,NachDenkSeiten,2
11,1007,NachDenkSeiten,2020,2
6,1008,tp - Science & Technology,tp - Science & Technology,2
3,1008,tp - Science & Technology,2021,2
10,1009,Wochenblick,Wochenblick,2
3,1009,Wochenblick,2021,2
1011,1010,Deutsches Zentrum für Infektionsforschung,Deutsches Zentrum für Infektionsforschung,2
11,1010,Deutsches Zentrum für Infektionsforschung,2020,2
46,1012,NZZ,NZZ,2
11,1012,NZZ,2020,2
2,1013,ScienceFiles,ScienceFiles,2
3,1013,ScienceFiles,2021,2
27,1014,Die Ostschweiz,Die Ostschweiz,2
3,1014,Die Ostschweiz,2021,2
49,1015,reitschuster,reitschuster,2
3,1015,reitschuster,2021,2
41,1016,Report24,Report24,2
3,1016,Report24,2021,2
2,1017,ScienceFiles,ScienceFiles,2
3,1017,ScienceFiles,2021,2
49,1018,reitschuster,reitschuster,2
11,1018,reitschuster,2020,2
121,1019,Unser Mitteleuropa,Unser Mitteleuropa,2
3,1019,Unser Mitteleuropa,2021,2
286,1020,Swissmedic,Swissmedic,2
3,1020,Swissmedic,2021,2
19,1021,Epoch Times,Epoch Times,2
3,1021,Epoch Times,2021,2
19,1022,Epoch Times,Epoch Times,2
3,1022,Epoch Times,2021,2
19,1023,Epoch Times,Epoch Times,2
3,1023,Epoch Times,2021,2
41,1024,Report24,Report24,2
3,1024,Report24,2021,2
512,1025,ntv,ntv,2
3,1025,ntv,2021,2
2,1026,ScienceFiles,ScienceFiles,2
3,1026,ScienceFiles,2021,2
72,1027,Die Welt,Die Welt,2
3,1027,Die Welt,2021,2
10,1028,Wochenblick,Wochenblick,2
3,1028,Wochenblick,2021,2
8,1029,RT DE,RT DE,2
3,1029,RT DE,2021,2
72,1030,Die Welt,Die Welt,2
3,1030,Die Welt,2021,2
41,1031,Report24,Report24,2
3,1031,Report24,2021,2
16,1032,Rubikon,Rubikon,2
3,1032,Rubikon,2021,2
159,1033,Weltwoche daily,Weltwoche daily,2
11,1033,Weltwoche daily,2020,2
19,1034,Epoch Times,Epoch Times,2
3,1034,Epoch Times,2021,2
84,1035,2020 News,2020 News,2
3,1035,2020 News,2021,2
37,1036,Corona Transition,Corona Transition,2
3,1036,Corona Transition,2021,2
350,1037,kenFM,kenFM,2
3,1037,kenFM,2021,2
6,1038,tp - Science & Technology,tp - Science & Technology,2
3,1038,tp - Science & Technology,2021,2
84,1039,2020 News,2020 News,2
11,1039,2020 News,2020,2
512,1040,ntv,ntv,2
3,1040,ntv,2021,2
16,1041,Rubikon,Rubikon,2
3,1041,Rubikon,2021,2
6,1042,tp - Science & Technology,tp - Science & Technology,2
3,1042,tp - Science & Technology,2021,2
19,1043,Epoch Times,Epoch Times,2
3,1043,Epoch Times,2021,2
37,1044,Corona Transition,Corona Transition,2
3,1044,Corona Transition,2021,2
6,1045,tp - Science & Technology,tp - Science & Technology,2
3,1045,tp - Science & Technology,2021,2
8,1046,RT DE,RT DE,2
3,1046,RT DE,2021,2
2,1047,ScienceFiles,ScienceFiles,2
3,1047,ScienceFiles,2021,2
27,1048,Die Ostschweiz,Die Ostschweiz,2
3,1048,Die Ostschweiz,2021,2
8,1049,RT DE,RT DE,2
11,1049,RT DE,2020,2
13,1050,Achgut.com,Achgut.com,2
3,1050,Achgut.com,2021,2
2,1051,ScienceFiles,ScienceFiles,2
3,1051,ScienceFiles,2021,2
84,1052,2020 News,2020 News,2
3,1052,2020 News,2021,2
37,1053,Corona Transition,Corona Transition,2
3,1053,Corona Transition,2021,2
183,1054,corona-blog.net,corona-blog.net,2
3,1054,corona-blog.net,2021,2
84,1055,2020 News,2020 News,2
3,1055,2020 News,2021,2
10,1056,Wochenblick,Wochenblick,2
3,1056,Wochenblick,2021,2
8,1057,RT DE,RT DE,2
11,1057,RT DE,2020,2
82,1058,In$ide Paradeplatz,In$ide Paradeplatz,2
3,1058,In$ide Paradeplatz,2021,2
37,1059,Corona Transition,Corona Transition,2
3,1059,Corona Transition,2021,2
99,1060,Telepolis,Telepolis,2
11,1060,Telepolis,2020,2
19,1061,Epoch Times,Epoch Times,2
3,1061,Epoch Times,2021,2
19,1062,Epoch Times,Epoch Times,2
3,1062,Epoch Times,2021,2
2,1063,ScienceFiles,ScienceFiles,2
3,1063,ScienceFiles,2021,2
1065,1064,Prof. Harald Walach,Prof. Harald Walach,2
11,1064,Prof. Harald Walach,2020,2
131,1066,linth24,linth24,2
3,1066,linth24,2021,2
10,1067,Wochenblick,Wochenblick,2
3,1067,Wochenblick,2021,2
2,1068,ScienceFiles,ScienceFiles,2
3,1068,ScienceFiles,2021,2
663,1069,Beobachter,Beobachter,2
11,1069,Beobachter,2020,2
16,1070,Rubikon,Rubikon,2
3,1070,Rubikon,2021,2
10,1071,Wochenblick,Wochenblick,2
3,1071,Wochenblick,2021,2
19,1072,Epoch Times,Epoch Times,2
3,1072,Epoch Times,2021,2
19,1073,Epoch Times,Epoch Times,2
3,1073,Epoch Times,2021,2
37,1074,Corona Transition,Corona Transition,2
3,1074,Corona Transition,2021,2
37,1075,Corona Transition,Corona Transition,2
3,1075,Corona Transition,2021,2
1065,1076,Prof. Harald Walach,Prof. Harald Walach,2
3,1076,Prof. Harald Walach,2021,2
37,1077,Corona Transition,Corona Transition,2
11,1077,Corona Transition,2020,2
1079,1078,kinderzeit,kinderzeit,2
11,1078,kinderzeit,2020,2
6,1080,tp - Science & Technology,tp - Science & Technology,2
3,1080,tp - Science & Technology,2021,2
497,1081,World Health Organization,World Health Organization,2
11,1081,World Health Organization,2020,2
131,1082,linth24,linth24,2
11,1082,linth24,2020,2
30,1083,NachDenkSeiten,NachDenkSeiten,2
11,1083,NachDenkSeiten,2020,2
82,1084,In$ide Paradeplatz,In$ide Paradeplatz,2
3,1084,In$ide Paradeplatz,2021,2
49,1085,reitschuster,reitschuster,2
3,1085,reitschuster,2021,2
2,1086,ScienceFiles,ScienceFiles,2
3,1086,ScienceFiles,2021,2
2,1087,ScienceFiles,ScienceFiles,2
3,1087,ScienceFiles,2021,2
512,1088,ntv,ntv,2
3,1088,ntv,2021,2
19,1089,Epoch Times,Epoch Times,2
3,1089,Epoch Times,2021,2
1091,1090,Club der klaren Worte,Club der klaren Worte,2
3,1090,Club der klaren Worte,2021,2
265,1092,Uncut-News,Uncut-News,2
3,1092,Uncut-News,2021,2
313,1093,tagblatt.ch,tagblatt.ch,2
3,1093,tagblatt.ch,2021,2
43,1094,medinside.ch,medinside.ch,2
3,1094,medinside.ch,2021,2
19,1095,Epoch Times,Epoch Times,2
3,1095,Epoch Times,2021,2
10,1096,Wochenblick,Wochenblick,2
11,1096,Wochenblick,2020,2
37,1097,Corona Transition,Corona Transition,2
3,1097,Corona Transition,2021,2
27,1098,Die Ostschweiz,Die Ostschweiz,2
3,1098,Die Ostschweiz,2021,2
121,1099,Unser Mitteleuropa,Unser Mitteleuropa,2
3,1099,Unser Mitteleuropa,2021,2
49,1100,reitschuster,reitschuster,2
11,1100,reitschuster,2020,2
54,1101,Tichys Einblick,Tichys Einblick,2
3,1101,Tichys Einblick,2021,2
16,1102,Rubikon,Rubikon,2
11,1102,Rubikon,2020,2
145,1103,Nordkurier,Nordkurier,2
3,1103,Nordkurier,2021,2
19,1104,Epoch Times,Epoch Times,2
3,1104,Epoch Times,2021,2
501,1105,infekt.ch,infekt.ch,2
11,1105,infekt.ch,2020,2
8,1106,RT DE,RT DE,2
11,1106,RT DE,2020,2
82,1107,In$ide Paradeplatz,In$ide Paradeplatz,2
11,1107,In$ide Paradeplatz,2020,2
37,1108,Corona Transition,Corona Transition,2
3,1108,Corona Transition,2021,2
19,1109,Epoch Times,Epoch Times,2
3,1109,Epoch Times,2021,2
72,1110,Die Welt,Die Welt,2
3,1110,Die Welt,2021,2
947,1111,Frankfurter Rundschau,Frankfurter Rundschau,2
3,1111,Frankfurter Rundschau,2021,2
49,1112,reitschuster,reitschuster,2
3,1112,reitschuster,2021,2
41,1113,Report24,Report24,2
3,1113,Report24,2021,2
10,1114,Wochenblick,Wochenblick,2
3,1114,Wochenblick,2021,2
30,1115,NachDenkSeiten,NachDenkSeiten,2
3,1115,NachDenkSeiten,2021,2
19,1116,Epoch Times,Epoch Times,2
3,1116,Epoch Times,2021,2
80,1117,INFOsperber,INFOsperber,2
3,1117,INFOsperber,2021,2
8,1118,RT DE,RT DE,2
3,1118,RT DE,2021,2
253,1119,Swiss Policy Research,Swiss Policy Research,2
3,1119,Swiss Policy Research,2021,2
183,1120,corona-blog.net,corona-blog.net,2
3,1120,corona-blog.net,2021,2
19,1121,Epoch Times,Epoch Times,2
3,1121,Epoch Times,2021,2
368,1122,odysee,odysee,2
11,1122,odysee,2020,2
19,1123,Epoch Times,Epoch Times,2
3,1123,Epoch Times,2021,2
41,1124,Report24,Report24,2
3,1124,Report24,2021,2
10,1125,Wochenblick,Wochenblick,2
3,1125,Wochenblick,2021,2
16,1126,Rubikon,Rubikon,2
3,1126,Rubikon,2021,2
462,1127,Nau,Nau,2
3,1127,Nau,2021,2
8,1128,RT DE,RT DE,2
3,1128,RT DE,2021,2
710,1129,bitchute,bitchute,2
11,1129,bitchute,2020,2
6,1130,tp - Science & Technology,tp - Science & Technology,2
3,1130,tp - Science & Technology,2021,2
39,1131,multipolar,multipolar,2
3,1131,multipolar,2021,2
757,1132,Global Research,Global Research,2
3,1132,Global Research,2021,2
2,1133,ScienceFiles,ScienceFiles,2
3,1133,ScienceFiles,2021,2
27,1134,Die Ostschweiz,Die Ostschweiz,2
3,1134,Die Ostschweiz,2021,2
1136,1135,comm4u,comm4u,2
11,1135,comm4u,2020,2
8,1137,RT DE,RT DE,2
3,1137,RT DE,2021,2
501,1138,infekt.ch,infekt.ch,2
11,1138,infekt.ch,2020,2
1140,1139,Verfassungsfreunde,Verfassungsfreunde,2
3,1139,Verfassungsfreunde,2021,2
19,1141,Epoch Times,Epoch Times,2
3,1141,Epoch Times,2021,2
10,1142,Wochenblick,Wochenblick,2
3,1142,Wochenblick,2021,2
37,1143,Corona Transition,Corona Transition,2
3,1143,Corona Transition,2021,2
1145,1144,Ereignis,Ereignis,2
307,1144,Ereignis,2019,2
1147,1146,WIR - Wissen ist relevant,WIR - Wissen ist relevant,2
11,1146,WIR - Wissen ist relevant,2020,2
497,1148,World Health Organization,World Health Organization,2
11,1148,World Health Organization,2020,2
8,1149,RT DE,RT DE,2
3,1149,RT DE,2021,2
37,1150,Corona Transition,Corona Transition,2
3,1150,Corona Transition,2021,2
183,1151,corona-blog.net,corona-blog.net,2
3,1151,corona-blog.net,2021,2
37,1152,Corona Transition,Corona Transition,2
3,1152,Corona Transition,2021,2
80,1153,INFOsperber,INFOsperber,2
3,1153,INFOsperber,2021,2
46,1154,NZZ,NZZ,2
3,1154,NZZ,2021,2
78,1155,Ktipp,Ktipp,2
11,1155,Ktipp,2020,2
512,1156,ntv,ntv,2
3,1156,ntv,2021,2
27,1157,Die Ostschweiz,Die Ostschweiz,2
3,1157,Die Ostschweiz,2021,2
37,1158,Corona Transition,Corona Transition,2
3,1158,Corona Transition,2021,2
288,1159,Deutsches Ärzteblatt,Deutsches Ärzteblatt,2
3,1159,Deutsches Ärzteblatt,2021,2
41,1160,Report24,Report24,2
3,1160,Report24,2021,2
49,1161,reitschuster,reitschuster,2
11,1161,reitschuster,2020,2
49,1162,reitschuster,reitschuster,2
3,1162,reitschuster,2021,2
2,1163,ScienceFiles,ScienceFiles,2
3,1163,ScienceFiles,2021,2
6,1164,tp - Science & Technology,tp - Science & Technology,2
3,1164,tp - Science & Technology,2021,2
37,1165,Corona Transition,Corona Transition,2
11,1165,Corona Transition,2020,2
220,1166,ZE!TPUNKT,ZE!TPUNKT,2
11,1166,ZE!TPUNKT,2020,2
72,1167,Die Welt,Die Welt,2
3,1167,Die Welt,2021,2
19,1168,Epoch Times,Epoch Times,2
3,1168,Epoch Times,2021,2
43,1169,medinside.ch,medinside.ch,2
11,1169,medinside.ch,2020,2
27,1170,Die Ostschweiz,Die Ostschweiz,2
3,1170,Die Ostschweiz,2021,2
8,1171,RT DE,RT DE,2
3,1171,RT DE,2021,2
92,1172,Focus Online,Focus Online,2
3,1172,Focus Online,2021,2
131,1173,linth24,linth24,2
3,1173,linth24,2021,2
2,1174,ScienceFiles,ScienceFiles,2
3,1174,ScienceFiles,2021,2
2,1175,ScienceFiles,ScienceFiles,2
11,1175,ScienceFiles,2020,2
109,1176,Berliner Zeitung,Berliner Zeitung,2
3,1176,Berliner Zeitung,2021,2
8,1177,RT DE,RT DE,2
3,1177,RT DE,2021,2
10,1178,Wochenblick,Wochenblick,2
3,1178,Wochenblick,2021,2
80,1179,INFOsperber,INFOsperber,2
3,1179,INFOsperber,2021,2
512,1180,ntv,ntv,2
3,1180,ntv,2021,2
1182,1181,Schweizerisch-Deutsch-Österreichischen Expertengruppe,Schweizerisch-Deutsch-Österreichischen Expertengruppe,2
11,1181,Schweizerisch-Deutsch-Österreichischen Expertengruppe,2020,2
19,1183,Epoch Times,Epoch Times,2
3,1183,Epoch Times,2021,2
710,1184,bitchute,bitchute,2
11,1184,bitchute,2020,2
72,1185,Die Welt,Die Welt,2
3,1185,Die Welt,2021,2
80,1186,INFOsperber,INFOsperber,2
11,1186,INFOsperber,2020,2
497,1187,World Health Organization,World Health Organization,2
11,1187,World Health Organization,2020,2
286,1188,Swissmedic,Swissmedic,2
3,1188,Swissmedic,2021,2
6,1189,tp - Science & Technology,tp - Science & Technology,2
3,1189,tp - Science & Technology,2021,2
82,1190,In$ide Paradeplatz,In$ide Paradeplatz,2
3,1190,In$ide Paradeplatz,2021,2
10,1191,Wochenblick,Wochenblick,2
11,1191,Wochenblick,2020,2
84,1192,2020 News,2020 News,2
11,1192,2020 News,2020,2
19,1193,Epoch Times,Epoch Times,2
3,1193,Epoch Times,2021,2
328,1194,SWR,SWR,2
3,1194,SWR,2021,2
49,1195,reitschuster,reitschuster,2
3,1195,reitschuster,2021,2
37,1196,Corona Transition,Corona Transition,2
3,1196,Corona Transition,2021,2
46,1197,NZZ,NZZ,2
11,1197,NZZ,2020,2
82,1198,In$ide Paradeplatz,In$ide Paradeplatz,2
3,1198,In$ide Paradeplatz,2021,2
10,1199,Wochenblick,Wochenblick,2
11,1199,Wochenblick,2020,2
19,1200,Epoch Times,Epoch Times,2
3,1200,Epoch Times,2021,2
220,1201,ZE!TPUNKT,ZE!TPUNKT,2
11,1201,ZE!TPUNKT,2020,2
328,1202,SWR,SWR,2
11,1202,SWR,2020,2
6,1203,tp - Science & Technology,tp - Science & Technology,2
3,1203,tp - Science & Technology,2021,2
148,1204,Schweizer Ärztezeitung,Schweizer Ärztezeitung,2
11,1204,Schweizer Ärztezeitung,2020,2
99,1205,Telepolis,Telepolis,2
11,1205,Telepolis,2020,2
30,1206,NachDenkSeiten,NachDenkSeiten,2
3,1206,NachDenkSeiten,2021,2
80,1207,INFOsperber,INFOsperber,2
11,1207,INFOsperber,2020,2
2,1208,ScienceFiles,ScienceFiles,2
3,1208,ScienceFiles,2021,2
6,1209,tp - Science & Technology,tp - Science & Technology,2
3,1209,tp - Science & Technology,2021,2
1211,1210,Taiwan Centers for Disease Control,Taiwan Centers for Disease Control,2
307,1210,Taiwan Centers for Disease Control,2019,2
19,1212,Epoch Times,Epoch Times,2
3,1212,Epoch Times,2021,2
10,1213,Wochenblick,Wochenblick,2
3,1213,Wochenblick,2021,2
1215,1214,Daniele Ganser,Daniele Ganser,2
3,1214,Daniele Ganser,2021,2
1217,1216,1bis19 – Magazin für demokratische Kultur,1bis19 – Magazin für demokratische Kultur,2
3,1216,1bis19 – Magazin für demokratische Kultur,2021,2
10,1218,Wochenblick,Wochenblick,2
3,1218,Wochenblick,2021,2
13,1219,Achgut.com,Achgut.com,2
3,1219,Achgut.com,2021,2
37,1220,Corona Transition,Corona Transition,2
3,1220,Corona Transition,2021,2
1222,1221,Die Bundesregierung,Die Bundesregierung,2
307,1221,Die Bundesregierung,2019,2
37,1223,Corona Transition,Corona Transition,2
3,1223,Corona Transition,2021,2
46,1224,NZZ,NZZ,2
3,1224,NZZ,2021,2
2,1225,ScienceFiles,ScienceFiles,2
3,1225,ScienceFiles,2021,2
358,1226,Jouwatch,Jouwatch,2
11,1226,Jouwatch,2020,2
6,1227,tp - Science & Technology,tp - Science & Technology,2
3,1227,tp - Science & Technology,2021,2
1229,1228,FASSADENKRATZER,FASSADENKRATZER,2
3,1228,FASSADENKRATZER,2021,2
41,1230,Report24,Report24,2
3,1230,Report24,2021,2
10,1231,Wochenblick,Wochenblick,2
3,1231,Wochenblick,2021,2
10,1232,Wochenblick,Wochenblick,2
3,1232,Wochenblick,2021,2
450,1233,tagesschau.de,tagesschau.de,2
3,1233,tagesschau.de,2021,2
72,1234,Die Welt,Die Welt,2
3,1234,Die Welt,2021,2
49,1235,reitschuster,reitschuster,2
3,1235,reitschuster,2021,2
995,1236,Bundesrat,Bundesrat,2
11,1236,Bundesrat,2020,2
109,1237,Berliner Zeitung,Berliner Zeitung,2
3,1237,Berliner Zeitung,2021,2
23,1238,Tagesanzeiger,Tagesanzeiger,2
3,1238,Tagesanzeiger,2021,2
16,1239,Rubikon,Rubikon,2
11,1239,Rubikon,2020,2
131,1240,linth24,linth24,2
11,1240,linth24,2020,2
46,1241,NZZ,NZZ,2
3,1241,NZZ,2021,2
849,1242,SNA,SNA,2
3,1242,SNA,2021,2
19,1243,Epoch Times,Epoch Times,2
3,1243,Epoch Times,2021,2
159,1244,Weltwoche daily,Weltwoche daily,2
3,1244,Weltwoche daily,2021,2
72,1245,Die Welt,Die Welt,2
3,1245,Die Welt,2021,2
6,1246,tp - Science & Technology,tp - Science & Technology,2
3,1246,tp - Science & Technology,2021,2
43,1247,medinside.ch,medinside.ch,2
3,1247,medinside.ch,2021,2
